materials,index1,index2
Mild steel,75.8471767064053,0.762041275995273
Al alloy,172.005229038445,1.5851097306956
PVC,149.071198499986,0.961499713538272
Glass,89.4427190999916,1.64851411992342
GFRP,282.842712474619,1.56755645848051
Chipboard,156.49215928719,1.76937475661453
Pine,424.264068711928,5.03968419957949
